Airline,AirlineID,SourceIATA,SourceAirportID,DestinationIATA,DestinationAirportID,Codeshare,Stops,Equipment,SourceCity,DestinationCity
QF,4089,DXB,2188,BAH,2057,Y,0,332 772 773,Dubai,Bahrain
QF,4089,DXB,2188,BHX,469,Y,0,77W,Dubai,Birmingham
QF,4089,DXB,2188,BKK,3885,Y,0,388 77W,Dubai,Bangkok
QF,4089,DXB,2188,BNE,3320,Y,0,388,Dubai,Brisbane
QF,4089,DXB,2188,CPH,609,Y,0,77W,Dubai,Copenhagen
QF,4089,DXB,2188,DMM,2064,Y,0,332 773 772,Dubai,Dammam
QF,4089,DXB,2188,DUB,599,Y,0,77W,Dubai,Dublin
QF,4089,DXB,2188,DUS,345,Y,0,77W,Dubai,Duesseldorf
QF,4089,DXB,2188,FRA,340,Y,0,77W,Dubai,Frankfurt
QF,4089,DXB,2188,GLA,534,Y,0,77W 77L,Dubai,Glasgow
QF,4089,DXB,2188,GVA,1665,Y,0,77L 77W,Dubai,Geneva
QF,4089,DXB,2188,HAM,342,Y,0,77W,Dubai,Hamburg
QF,4089,DXB,2188,IST,1701,Y,0,77W,Dubai,Istanbul
QF,4089,DXB,2188,JED,2072,Y,0,388,Dubai,Jeddah
QF,4089,DXB,2188,KUL,3304,Y,0,77W,Dubai,Kuala Lumpur
QF,4089,DXB,2188,LGW,502,Y,0,77W 388,Dubai,London
QF,4089,DXB,2188,LHR,507,,0,388,Dubai,London
QF,4089,DXB,2188,MAN,478,Y,0,77W 388,Dubai,Manchester
QF,4089,DXB,2188,MCT,2194,Y,0,332 77W 772,Dubai,Muscat
QF,4089,DXB,2188,MEL,3339,,0,388,Dubai,Melbourne
QF,4089,DXB,2188,MUC,346,Y,0,388,Dubai,Munich
QF,4089,DXB,2188,NBO,4059,Y,0,77W 77L,Dubai,Nairobi
QF,4089,DXB,2188,NCL,521,Y,0,77W,Dubai,Newcastle
QF,4089,DXB,2188,PER,3351,Y,0,77W,Dubai,Perth
QF,4089,DXB,2188,PRG,1587,Y,0,77W,Dubai,Prague
QF,4089,DXB,2188,RUH,2082,Y,0,773 772,Dubai,Riyadh
QF,4089,DXB,2188,SIN,3316,Y,0,77W 388,Dubai,Singapore
QF,4089,DXB,2188,SYD,3361,,0,388,Dubai,Sydney
QF,4089,DXB,2188,WAW,679,Y,0,332,Dubai,Warsaw
QF,4089,DXB,2188,ZRH,1678,Y,0,388 77W,Dubai,Zurich
QF,4089,EMD,3990,BNE,3320,,0,DH4 DH3,Emerald,Brisbane
QF,4089,FRA,340,DXB,2188,Y,0,77W,Frankfurt,Dubai
QF,4089,GET,6268,PER,3351,Y,0,DH4,Geraldton,Perth
QF,4089,GLA,534,DXB,2188,Y,0,77W 77L,Glasgow,Dubai
QF,4089,GLT,6269,BNE,3320,Y,0,DH4 717 DH3,Gladstone,Brisbane
QF,4089,GLT,6269,ROK,3329,Y,0,DH4 DH3,Gladstone,Rockhampton
QF,4089,GLT,6269,SYD,3361,Y,0,DH4,Gladstone,Sydney
QF,4089,GOV,6316,CNS,3322,Y,0,717,Gove,Cairns
QF,4089,GOV,6316,DRW,3999,Y,0,717,Gove,Darwin
QF,4089,GVA,1665,DXB,2188,Y,0,77L 77W,Geneva,Dubai
QF,4089,HAM,342,DXB,2188,Y,0,77W,Hamburg,Dubai
QF,4089,HBA,3336,MEL,3339,,0,73H,Hobart,Melbourne
QF,4089,HBA,3336,SYD,3361,,0,717,Hobart,Sydney
QF,4089,HID,6272,CNS,3322,Y,0,DH4 DH3,Horn Island,Cairns
QF,4089,HKG,3077,BNE,3320,,0,333,Hong Kong,Brisbane
QF,4089,HKG,3077,MEL,3339,,0,333,Hong Kong,Melbourne
QF,4089,HKG,3077,SYD,3361,,0,388 744,Hong Kong,Sydney
QF,4089,HKT,3179,BKK,3885,Y,0,320,Phuket,Bangkok
QF,4089,HND,2359,SIN,3316,Y,0,772,Tokyo,Singapore
QF,4089,HNL,3728,CXI,2252,Y,0,73W,Honolulu,Kiritimati
QF,4089,HNL,3728,MEL,3339,Y,0,332,Honolulu,Melbourne
QF,4089,HNL,3728,NAN,1960,Y,0,73H,Honolulu,Nandi
QF,4089,HNL,3728,SYD,3361,,0,763,Honolulu,Sydney
QF,4089,HTI,6242,CNS,3322,Y,0,DH3,Hamilton Island,Cairns
QF,4089,HVB,4052,BNE,3320,Y,0,DH3 DH4 DH8,Hervey Bay,Brisbane
QF,4089,ICN,3930,SYD,3361,Y,0,772,Seoul,Sydney
QF,4089,ISA,3324,BNE,3320,,0,73H,Mount Isa,Brisbane
QF,4089,ISA,3324,CNJ,6255,Y,0,DH4,Mount Isa,Cloncurry
QF,4089,ISA,3324,DRW,3999,Y,0,E70,Mount Isa,Darwin
QF,4089,ISA,3324,OOL,3321,Y,0,E70,Mount Isa,Coolangatta
QF,4089,ISA,3324,TSV,3330,Y,0,DH4,Mount Isa,Townsville
QF,4089,IST,1701,DXB,2188,Y,0,77W,Istanbul,Dubai
QF,4089,JED,2072,DXB,2188,Y,0,388,Jeddah,Dubai
QF,4089,JFK,3797,LAX,3484,,0,744,New York,Los Angeles
QF,4089,JNB,813,PER,3351,Y,0,343 346,Johannesburg,Perth
QF,4089,JNB,813,SYD,3361,,0,744,Johannesburg,Sydney
QF,4089,KBV,3174,BKK,3885,Y,0,320 319,Krabi,Bangkok
QF,4089,KGI,3346,ADL,3341,Y,0,717,Kalgoorlie,Adelaide
QF,4089,KGI,3346,PER,3351,,0,73H DH4,Kalgoorlie,Perth
QF,4089,KIX,3992,CNS,3322,Y,0,332,Osaka,Cairns
QF,4089,KIX,3992,OOL,3321,Y,0,332,Osaka,Coolangatta
QF,4089,KNX,3347,BME,4319,Y,0,E70,Kununurra,Broome
QF,4089,KNX,3347,DRW,3999,Y,0,E70,Kununurra,Darwin
QF,4089,KNX,3347,PER,3351,Y,0,E70,Kununurra,Perth
QF,4089,KTA,3345,BNE,3320,,0,73H,Karratha,Brisbane
QF,4089,KTA,3345,MEL,3339,,0,73H,Karratha,Melbourne
QF,4089,KTA,3345,PER,3351,,0,73H,Karratha,Perth
QF,4089,KTA,3345,PHE,3349,Y,0,E70,Karratha,Port Hedland
QF,4089,KTA,3345,SYD,3361,,0,73H,Karratha,Sydney
QF,4089,KUL,3304,DXB,2188,Y,0,77W,Kuala Lumpur,Dubai
QF,4089,KUL,3304,MEL,3339,Y,0,77W,Kuala Lumpur,Melbourne
QF,4089,LAX,3484,BNE,3320,,0,744,Los Angeles,Brisbane
QF,4089,LAX,3484,JFK,3797,,0,744,Los Angeles,New York
QF,4089,LAX,3484,MEL,3339,,0,388,Los Angeles,Melbourne
QF,4089,LAX,3484,NAN,1960,Y,0,332,Los Angeles,Nandi
QF,4089,LAX,3484,PPT,4075,,0,343,Los Angeles,Papeete
QF,4089,LAX,3484,SYD,3361,,0,388 744,Los Angeles,Sydney
QF,4089,LDH,6285,BNE,3320,Y,0,DH8,Lord Howe Island,Brisbane
QF,4089,LDH,6285,PQQ,6320,Y,0,DH8,Lord Howe Island,Port Macquarie
QF,4089,LDH,6285,SYD,3361,Y,0,DH8,Lord Howe Island,Sydney
QF,4089,LEA,3348,PER,3351,Y,0,717 DH4,Learmonth,Perth
QF,4089,LGW,502,DXB,2188,Y,0,77W 388,London,Dubai
QF,4089,LHR,507,DXB,2188,,0,388,London,Dubai
QF,4089,LRE,6289,BNE,3320,Y,0,DH4 DH3,Longreach,Brisbane
QF,4089,LST,3337,MEL,3339,Y,0,DH4 DH3,Launceston,Melbourne
QF,4089,MAN,478,DXB,2188,Y,0,77W 388,Manchester,Dubai
QF,4089,MCT,2194,DXB,2188,Y,0,332 77W 772,Muscat,Dubai
QF,4089,MEL,3339,ADL,3341,,0,73H,Melbourne,Adelaide
QF,4089,MEL,3339,AKL,2006,,0,73H,Melbourne,Auckland
QF,4089,MEL,3339,ASP,3319,,0,73H,Melbourne,Alice Springs
QF,4089,MEL,3339,BME,4319,,0,73H,Melbourne,Broome
QF,4089,MEL,3339,BNE,3320,,0,73H 763,Melbourne,Brisbane
QF,4089,MEL,3339,CBR,3355,,0,73H 717,Melbourne,Canberra
QF,4089,MEL,3339,CNS,3322,,0,73H,Melbourne,Cairns
QF,4089,MEL,3339,DPO,6264,Y,0,DH4 DH3,Melbourne,Devonport
QF,4089,MEL,3339,DPS,3940,Y,0,788,Melbourne,Denpasar
QF,4089,MEL,3339,DRW,3999,,0,73H,Melbourne,Darwin
QF,4089,MEL,3339,DXB,2188,,0,388,Melbourne,Dubai
QF,4089,MEL,3339,HBA,3336,,0,73H,Melbourne,Hobart
QF,4089,MEL,3339,HKG,3077,,0,333,Melbourne,Hong Kong
QF,4089,MEL,3339,HNL,3728,Y,0,332,Melbourne,Honolulu
QF,4089,MEL,3339,KTA,3345,,0,73H,Melbourne,Karratha
QF,4089,MEL,3339,KUL,3304,Y,0,77W,Melbourne,Kuala Lumpur
QF,4089,MEL,3339,LAX,3484,,0,388,Melbourne,Los Angeles
QF,4089,MEL,3339,LST,3337,Y,0,DH3 DH4,Melbourne,Launceston
QF,4089,MEL,3339,MQL,6298,Y,0,DH4 DH3,Melbourne,Mildura
QF,4089,MEL,3339,NAN,1960,Y,0,73H,Melbourne,Nandi
QF,4089,MEL,3339,PER,3351,,0,332 333 73H,Melbourne,Perth
QF,4089,MEL,3339,PHE,3349,,0,73H,Melbourne,Port Hedland
QF,4089,MEL,3339,PVG,3406,,0,332,Melbourne,Shanghai
QF,4089,MEL,3339,SGN,3205,Y,0,330,Melbourne,Ho Chi Minh City
QF,4089,MEL,3339,SIN,3316,,0,333,Melbourne,Singapore
QF,4089,MEL,3339,SYD,3361,,0,73H 763 332,Melbourne,Sydney
QF,4089,MEL,3339,WLG,2042,,0,73H,Melbourne,Wellington
QF,4089,MKY,3326,BNE,3320,,0,100 DH4,Mackay,Brisbane
QF,4089,MKY,3326,ROK,3329,Y,0,DH4 DH3,Mackay,Rockhampton
QF,4089,MKY,3326,TSV,3330,Y,0,DH3 DH4,Mackay,Townsville
QF,4089,MNL,2397,SYD,3361,,0,333,Manila,Sydney
QF,4089,MOV,6301,BNE,3320,Y,0,DH4 DH3,Moranbah,Brisbane
QF,4089,MOV,6301,TSV,3330,Y,0,DH3 DH4,Moranbah,Townsville
QF,4089,MQL,6298,MEL,3339,Y,0,DH4 DH3,Mildura,Melbourne
QF,4089,MRZ,6300,SYD,3361,Y,0,DH3 DH8,Moree,Sydney
QF,4089,MSY,3861,DFW,3670,Y,0,M80 M83,New Orleans,Dallas-Fort Worth
QF,4089,MSY,3861,ORD,3830,Y,0,E75,New Orleans,Chicago
QF,4089,MUC,346,DXB,2188,Y,0,388,Munich,Dubai
QF,4089,NAN,1960,AKL,2006,Y,0,73H 332 73W,Nandi,Auckland
QF,4089,NAN,1960,BNE,3320,Y,0,73H 73W,Nandi,Brisbane
QF,4089,NAN,1960,CHC,2009,Y,0,73H,Nandi,Christchurch
QF,4089,NAN,1960,CXI,2252,Y,0,73W,Nandi,Kiritimati
QF,4089,NAN,1960,HNL,3728,Y,0,73H,Nandi,Honolulu
QF,4089,NAN,1960,LAX,3484,Y,0,332,Nandi,Los Angeles
QF,4089,NAN,1960,MEL,3339,Y,0,73H,Nandi,Melbourne
QF,4089,NAN,1960,SYD,3361,,0,73H,Nandi,Sydney
QF,4089,NBO,4059,DXB,2188,Y,0,77W 77L,Nairobi,Dubai
QF,4089,NCL,521,DXB,2188,Y,0,77W,Newcastle,Dubai
QF,4089,NKG,3388,PEK,3364,,0,332,Nanjing,Beijing
QF,4089,NKG,3388,SYD,3361,,0,332,Nanjing,Sydney
QF,4089,NOU,2005,BNE,3320,,0,73H,Noumea,Brisbane
QF,4089,NOU,2005,SYD,3361,,0,73H 763,Noumea,Sydney
QF,4089,NRT,2279,CNS,3322,Y,0,332,Tokyo,Cairns
QF,4089,NRT,2279,OOL,3321,Y,0,332,Tokyo,Coolangatta
QF,4089,NRT,2279,SYD,3361,,0,744,Tokyo,Sydney
QF,4089,NTL,4320,BNE,3320,Y,0,DH3 DH8,Newcastle,Brisbane
QF,4089,OLP,6311,ADL,3341,Y,0,F50,Olympic Dam,Adelaide
QF,4089,OOL,3321,ISA,3324,Y,0,E70,Coolangatta,Mount Isa
QF,4089,OOL,3321,KIX,3992,Y,0,332,Coolangatta,Osaka
QF,4089,OOL,3321,NRT,2279,Y,0,332,Coolangatta,Tokyo
QF,4089,OOL,3321,SYD,3361,,0,73H,Coolangatta,Sydney
QF,4089,ORD,3830,ATL,3682,Y,0,E75 CR7,Chicago,Atlanta
QF,4089,ORD,3830,MSY,3861,Y,0,E75,Chicago,New Orleans
QF,4089,PBO,6314,PER,3351,,0,DH4,Paraburdoo,Perth
QF,4089,PEK,3364,NKG,3388,,0,332,Beijing,Nanjing
QF,4089,PER,3351,ADL,3341,,0,73H,Perth,Adelaide
QF,4089,PER,3351,ASP,3319,Y,0,717,Perth,Alice Springs
QF,4089,PER,3351,BME,4319,,0,73H,Perth,Broome
QF,4089,PER,3351,BNE,3320,,0,763 332 333 73H,Perth,Brisbane
QF,4089,PER,3351,CBR,3355,,0,73H,Perth,Canberra
QF,4089,PER,3351,DPS,3940,Y,0,320,Perth,Denpasar
QF,4089,PER,3351,DRW,3999,,0,73H,Perth,Darwin
QF,4089,PER,3351,DXB,2188,Y,0,77W,Perth,Dubai
QF,4089,PER,3351,GET,6268,Y,0,DH4,Perth,Geraldton
QF,4089,PER,3351,JNB,813,Y,0,346 343,Perth,Johannesburg
QF,4089,PER,3351,KGI,3346,,0,73H DH4,Perth,Kalgoorlie
QF,4089,PER,3351,KNX,3347,Y,0,E70,Perth,Kununurra
QF,4089,PER,3351,KTA,3345,,0,73H,Perth,Karratha
QF,4089,PER,3351,LEA,3348,Y,0,717 DH4,Perth,Learmonth
QF,4089,PER,3351,MEL,3339,,0,332 333 73H,Perth,Melbourne
QF,4089,PER,3351,PBO,6314,,0,DH4,Perth,Paraburdoo
QF,4089,PER,3351,PHE,3349,,0,73H,Perth,Port Hedland
QF,4089,PER,3351,SIN,3316,,0,332,Perth,Singapore
QF,4089,PER,3351,SYD,3361,,0,332 333 73H 763,Perth,Sydney
QF,4089,PER,3351,ZNE,6310,,0,73H,Perth,Newman
QF,4089,PHE,3349,BME,4319,Y,0,E70,Port Hedland,Broome
QF,4089,PHE,3349,BNE,3320,,0,73H,Port Hedland,Brisbane
QF,4089,PHE,3349,MEL,3339,,0,73H,Port Hedland,Melbourne
QF,4089,PHE,3349,PER,3351,,0,73H,Port Hedland,Perth
QF,4089,PLO,6318,ADL,3341,Y,0,DH4,Port Lincoln,Adelaide
QF,4089,POM,5,BNE,3320,Y,0,763 738,Port Moresby,Brisbane
QF,4089,POM,5,CNS,3322,Y,0,DH4,Port Moresby,Cairns
QF,4089,POM,5,SYD,3361,Y,0,738,Port Moresby,Sydney
QF,4089,PPT,4075,AKL,2006,,0,343,Papeete,Auckland
QF,4089,PPT,4075,LAX,3484,,0,343,Papeete,Los Angeles
QF,4089,PQQ,6320,BNE,3320,,0,DH4,Port Macquarie,Brisbane
QF,4089,PQQ,6320,LDH,6285,Y,0,DH8,Port Macquarie,Lord Howe Island
QF,4089,PQQ,6320,SYD,3361,Y,0,DH3 DH4 DH8,Port Macquarie,Sydney
QF,4089,PRG,1587,DXB,2188,Y,0,77W,Prague,Dubai
QF,4089,PVG,3406,MEL,3339,,0,332,Shanghai,Melbourne
QF,4089,PVG,3406,SYD,3361,,0,333,Shanghai,Sydney
QF,4089,RMA,6324,BNE,3320,Y,0,DH4 DH3,Roma,Brisbane
QF,4089,RMA,6324,CTL,3323,Y,0,DH3,Roma,Charlieville
QF,4089,ROK,3329,BNE,3320,,0,DH4 DH3 DH8,Rockhampton,Brisbane
QF,4089,ROK,3329,GLT,6269,Y,0,DH4 DH3,Rockhampton,Gladstone
QF,4089,ROK,3329,MKY,3326,Y,0,DH4 DH3,Rockhampton,Mackay
QF,4089,RUH,2082,DXB,2188,Y,0,773 772,Riyadh,Dubai
QF,4089,SCL,2650,AKL,2006,Y,0,343,Santiago,Auckland
QF,4089,SCL,2650,SYD,3361,,0,744,Santiago,Sydney
QF,4089,SGN,3205,MEL,3339,Y,0,330,Ho Chi Minh City,Melbourne
QF,4089,SGN,3205,SYD,3361,Y,0,330,Ho Chi Minh City,Sydney
QF,4089,SIN,3316,BNE,3320,,0,744,Singapore,Brisbane
QF,4089,SIN,3316,CGK,3275,,0,320,Singapore,Jakarta
QF,4089,SIN,3316,DPS,3940,,0,320,Singapore,Denpasar
QF,4089,SIN,3316,DXB,2188,Y,0,77W 388,Singapore,Dubai
QF,4089,SIN,3316,HND,2359,Y,0,763,Singapore,Tokyo
QF,4089,SIN,3316,MEL,3339,,0,333,Singapore,Melbourne
QF,4089,SIN,3316,PER,3351,,0,332,Singapore,Perth
QF,4089,SIN,3316,SYD,3361,,0,333 744,Singapore,Sydney
QF,4089,SIN,3316,USM,3177,Y,0,319,Singapore,Ko Samui
QF,4089,SON,5908,BNE,3320,Y,0,73H,Santo,Brisbane
QF,4089,SUB,3928,SIN,3316,,0,320,Surabaya,Singapore
QF,4089,SYD,3361,ABX,3333,Y,0,DH3 DH4,Sydney,Albury
QF,4089,SYD,3361,ADL,3341,,0,73H 717,Sydney,Adelaide
QF,4089,SYD,3361,AKL,2006,,0,73H,Sydney,Auckland
QF,4089,SYD,3361,ARM,4062,Y,0,DH3 DH8,Sydney,Armidale
QF,4089,SYD,3361,ASP,3319,,0,73H,Sydney,Alice Springs
QF,4089,SYD,3361,BKK,3885,,0,333,Sydney,Bangkok
QF,4089,SYD,3361,BME,4319,,0,73H,Sydney,Broome
QF,4089,SYD,3361,BNE,3320,,0,73H 763 333,Sydney,Brisbane
QF,4089,SYD,3361,CBR,3355,,0,73H 717,Sydney,Canberra
QF,4089,SYD,3361,CFS,3356,Y,0,DH8 DH4 DH3,Sydney,Coff's Harbour
QF,4089,SYD,3361,CGK,3275,,0,333,Sydney,Jakarta
QF,4089,SYD,3361,CHC,2009,Y,0,77W 73H,Sydney,Christchurch
QF,4089,SYD,3361,CNS,3322,,0,763 73H,Sydney,Cairns
QF,4089,SYD,3361,DBO,3358,Y,0,DH4 DH8 DH3,Sydney,Dubbo
QF,4089,SYD,3361,DFW,3670,,0,744,Sydney,Dallas-Fort Worth
QF,4089,SYD,3361,DRW,3999,,0,73H,Sydney,Darwin
QF,4089,SYD,3361,DXB,2188,,0,388,Sydney,Dubai
QF,4089,SYD,3361,GLT,6269,Y,0,DH4,Sydney,Gladstone
QF,4089,SYD,3361,HBA,3336,,0,717,Sydney,Hobart
QF,4089,SYD,3361,HKG,3077,,0,388 744,Sydney,Hong Kong
QF,4089,SYD,3361,HNL,3728,,0,763,Sydney,Honolulu
QF,4089,SYD,3361,ICN,3930,Y,0,772,Sydney,Seoul
QF,4089,SYD,3361,JNB,813,,0,744,Sydney,Johannesburg
QF,4089,SYD,3361,KTA,3345,,0,73H,Sydney,Karratha
QF,4089,SYD,3361,LAX,3484,,0,744 388,Sydney,Los Angeles
QF,4089,SYD,3361,LDH,6285,Y,0,DH8,Sydney,Lord Howe Island
QF,4089,SYD,3361,MEL,3339,,0,763 73H 332,Sydney,Melbourne
QF,4089,SYD,3361,MNL,2397,,0,333,Sydney,Manila
QF,4089,SYD,3361,MRZ,6300,Y,0,DH3 DH8,Sydney,Moree
QF,4089,SYD,3361,NAN,1960,,0,73H,Sydney,Nandi
QF,4089,SYD,3361,NKG,3388,,0,332,Sydney,Nanjing
QF,4089,SYD,3361,NOU,2005,,0,73H 763,Sydney,Noumea
QF,4089,SYD,3361,NRT,2279,,0,744,Sydney,Tokyo
QF,4089,SYD,3361,OOL,3321,,0,73H,Sydney,Coolangatta
QF,4089,SYD,3361,PER,3351,,0,332 333 763 73H,Sydney,Perth
QF,4089,SYD,3361,POM,5,Y,0,738,Sydney,Port Moresby
QF,4089,SYD,3361,PQQ,6320,Y,0,DH3 DH4 DH8,Sydney,Port Macquarie
QF,4089,SYD,3361,PVG,3406,,0,333,Sydney,Shanghai
QF,4089,SYD,3361,SCL,2650,,0,744,Sydney,Santiago
QF,4089,SYD,3361,SGN,3205,Y,0,330,Sydney,Ho Chi Minh City
QF,4089,SYD,3361,SIN,3316,,0,333 744,Sydney,Singapore
QF,4089,SYD,3361,TMW,3362,Y,0,DH8 DH3 DH4,Sydney,Tamworth
QF,4089,SYD,3361,VLI,1997,Y,0,73H,Sydney,Port-vila
QF,4089,SYD,3361,WGA,3363,Y,0,DH4 DH3,Sydney,Wagga Wagga
QF,4089,SYD,3361,WLG,2042,,0,73H,Sydney,Wellington
QF,4089,SYD,3361,ZQN,2030,,0,73H,Sydney,Queenstown International
QF,4089,TMW,3362,SYD,3361,Y,0,DH4 DH8 DH3,Tamworth,Sydney
QF,4089,TSV,3330,BNE,3320,,0,73H,Townsville,Brisbane
QF,4089,TSV,3330,CNJ,6255,Y,0,DH4,Townsville,Cloncurry
QF,4089,TSV,3330,CNS,3322,Y,0,DH3 DH4,Townsville,Cairns
QF,4089,TSV,3330,DRW,3999,Y,0,E70,Townsville,Darwin
QF,4089,TSV,3330,ISA,3324,Y,0,DH4,Townsville,Mount Isa
QF,4089,TSV,3330,MKY,3326,Y,0,DH4 DH3,Townsville,Mackay
QF,4089,TSV,3330,MOV,6301,Y,0,DH3 DH4,Townsville,Moranbah
QF,4089,USM,3177,SIN,3316,Y,0,319,Ko Samui,Singapore
QF,4089,VLI,1997,BNE,3320,Y,0,73H,Port-vila,Brisbane
QF,4089,VLI,1997,SYD,3361,Y,0,73H,Port-vila,Sydney
QF,4089,WAW,679,DXB,2188,Y,0,332,Warsaw,Dubai
QF,4089,WEI,3331,CNS,3322,Y,0,DH3 DH4,Weipa,Cairns
QF,4089,WGA,3363,SYD,3361,Y,0,DH4 DH3,Wagga Wagga,Sydney
QF,4089,WLG,2042,MEL,3339,,0,73H,Wellington,Melbourne
QF,4089,WLG,2042,SYD,3361,,0,73H,Wellington,Sydney
QF,4089,ZBL,\N,BNE,3320,Y,0,DH8 DH3,,Brisbane
QF,4089,ZNE,6310,PER,3351,,0,73H,Newman,Perth
QF,4089,ZQN,2030,SYD,3361,,0,73H,Queenstown International,Sydney
QF,4089,ZRH,1678,DXB,2188,Y,0,388 77W,Zurich,Dubai
QG,19305,BDJ,3908,CGK,3275,,0,320,Banjarmasin,Jakarta
QG,19305,BDJ,3908,SUB,3928,,0,320,Banjarmasin,Surabaya
QG,19305,BDO,3896,DPS,3940,,0,320,Bandung,Denpasar
QG,19305,BKS,3288,CGK,3275,,0,320,Bengkulu,Jakarta
QG,19305,BPN,3919,CGK,3275,,0,320,Balikpapan,Jakarta
QG,19305,BPN,3919,DPS,3940,,0,320,Balikpapan,Denpasar
QG,19305,BPN,3919,JOG,3898,,0,320,Balikpapan,Yogyakarta
QG,19305,BPN,3919,SUB,3928,,0,320,Balikpapan,Surabaya
QG,19305,BPN,3919,UPG,3240,,0,320,Balikpapan,Ujung Pandang
QG,19305,BTH,3903,CGK,3275,,0,320,Batam,Jakarta
QG,19305,BTH,3903,PDG,8807,,0,320,Batam,Padang
QG,19305,BTH,3903,PKU,3273,,0,320,Batam,Pekanbaru
QG,19305,BTH,3903,PLM,3289,,0,320,Batam,Palembang
QG,19305,BTH,3903,SUB,3928,,0,320,Batam,Surabaya
QG,19305,CGK,3275,BDJ,3908,,0,320,Jakarta,Banjarmasin
QG,19305,CGK,3275,BKS,3288,,0,320,Jakarta,Bengkulu
QG,19305,CGK,3275,BPN,3919,,0,320,Jakarta,Balikpapan
QG,19305,CGK,3275,BTH,3903,,0,320,Jakarta,Batam
QG,19305,CGK,3275,DJB,3287,,0,320,Jakarta,Jambi
QG,19305,CGK,3275,DPS,3940,,0,320,Jakarta,Denpasar
QG,19305,CGK,3275,PDG,8807,,0,320,Jakarta,Padang
QG,19305,CGK,3275,PGK,3905,,0,320,Jakarta,Pangkal Pinang
QG,19305,CGK,3275,PKU,3273,,0,320,Jakarta,Pekanbaru
QG,19305,CGK,3275,PLM,3289,,0,320,Jakarta,Palembang
QG,19305,CGK,3275,SUB,3928,,0,320,Jakarta,Surabaya
QG,19305,CGK,3275,TJQ,3904,,0,320,Jakarta,Tanjung Pandan
QG,19305,CGK,3275,UPG,3240,,0,320,Jakarta,Ujung Pandang
QG,19305,DJB,3287,CGK,3275,,0,320,Jambi,Jakarta
QG,19305,DPS,3940,BDO,3896,,0,320,Denpasar,Bandung
QG,19305,DPS,3940,BPN,3919,,0,320,Denpasar,Balikpapan
QG,19305,DPS,3940,CGK,3275,,0,320,Denpasar,Jakarta
QG,19305,DPS,3940,SUB,3928,,0,320,Denpasar,Surabaya
QG,19305,JHB,3303,SUB,3928,,0,320,Johor Bahru,Surabaya
QG,19305,JOG,3898,BPN,3919,,0,320,Yogyakarta,Balikpapan
QG,19305,KOE,3916,SUB,3928,,0,320,Kupang,Surabaya
QG,19305,KUL,3304,SUB,3928,,0,320,Kuala Lumpur,Surabaya
QG,19305,LOP,8401,SUB,3928,,0,320,Praya,Surabaya
QG,19305,MDC,3250,SUB,3928,,0,320,Manado,Surabaya
QG,19305,PDG,8807,BTH,3903,,0,320,Padang,Batam
QG,19305,PDG,8807,CGK,3275,,0,320,Padang,Jakarta
QG,19305,PGK,3905,CGK,3275,,0,320,Pangkal Pinang,Jakarta
QG,19305,PKU,3273,BTH,3903,,0,320,Pekanbaru,Batam
QG,19305,PKU,3273,CGK,3275,,0,320,Pekanbaru,Jakarta
QG,19305,PLM,3289,BTH,3903,,0,320,Palembang,Batam
QG,19305,PLM,3289,CGK,3275,,0,320,Palembang,Jakarta
QG,19305,SUB,3928,BDJ,3908,,0,320,Surabaya,Banjarmasin
QG,19305,SUB,3928,BPN,3919,,0,320,Surabaya,Balikpapan
QG,19305,SUB,3928,BTH,3903,,0,320,Surabaya,Batam
QG,19305,SUB,3928,CGK,3275,,0,320,Surabaya,Jakarta
QG,19305,SUB,3928,DPS,3940,,0,320,Surabaya,Denpasar
QG,19305,SUB,3928,JHB,3303,,0,320,Surabaya,Johor Bahru
QG,19305,SUB,3928,KOE,3916,,0,320,Surabaya,Kupang
QG,19305,SUB,3928,KUL,3304,,0,320,Surabaya,Kuala Lumpur
QG,19305,SUB,3928,LOP,8401,,0,320,Surabaya,Praya
QG,19305,SUB,3928,MDC,3250,,0,320,Surabaya,Manado
QG,19305,TJQ,3904,CGK,3275,,0,320,Tanjung Pandan,Jakarta
QG,19305,UPG,3240,BPN,3919,,0,320,Ujung Pandang,Balikpapan
QG,19305,UPG,3240,CGK,3275,,0,320,Ujung Pandang,Jakarta
QH,882,CEK,2968,FRU,2912,,0,735,Chelyabinsk,Bishkek
QH,882,CEK,2968,OSS,2913,,0,320,Chelyabinsk,Osh
QH,882,DME,4029,FRU,2912,,0,733,Moscow,Bishkek
QH,882,DME,4029,OSS,2913,,0,733 734,Moscow,Osh
QH,882,FRU,2912,CEK,2968,,0,735,Bishkek,Chelyabinsk
QH,882,FRU,2912,DME,4029,,0,733,Bishkek,Moscow
QH,882,FRU,2912,IST,1701,,0,73H,Bishkek,Istanbul
QH,882,FRU,2912,KJA,4374,,0,735,Bishkek,Krasnoyarsk
QH,882,FRU,2912,KRR,2960,,0,735,Bishkek,Krasnodar
QH,882,FRU,2912,OSS,2913,,0,735,Bishkek,Osh
QH,882,FRU,2912,OVB,4078,,0,735,Bishkek,Novosibirsk
QH,882,FRU,2912,SVX,2975,,0,735,Bishkek,Yekaterinburg
QH,882,FRU,2912,TAS,2983,,0,735,Bishkek,Tashkent
QH,882,FRU,2912,URC,3399,,0,735,Bishkek,Urumqi
QH,882,IST,1701,FRU,2912,,0,73H,Istanbul,Bishkek
